rank,title_mal,popularity_score,quality_score,title_parsed,title_at,slug,year,season,synopsis,created_at,updated_at,deleted_at,synonyms,image,id_anime,title_matched,op_counts,ed_counts,total_counts,hardcore
434,"Yosuga no Sora: In Solitude, Where We Are Least Alone.",484696.0,6.06,"yosuga no sora: in solitude, where we are least alone.","Yosuga no Sora: In Solitude, Where We Are Least Alone.",yosuga_no_sora_in_solitude_where_we_are_least_alone,2010,Fall,"Haruka Kasugano and his twin sister Sora have lost both their parents in an accident, and with them all their support. They decide to move out of the city to the rural town where they once spent summers with their late grandfather. At first everything seems familiar and peaceful, but changes come as Haruka starts to remember things from his youth.<br><br>
(Source: Anime News Network)",2021-03-27T00:44:50.119185Z,2021-03-28T09:37:49.120003Z,,[],https://pub-92474f7785774e91a790e086dfa6b2ef.r2.dev/xIkPVfA18VXZRpL3v1YBTsNZ1xefjj5mKWBT9v9Q.jpg,3206,"yosuga no sora: in solitude, where we are least alone.",1,2,3,True
435,Usagi Drop,483980.0,8.35,usagi drop,Usagi Drop,usagi_drop,2011,Summer,"Going home from his grandfather's funeral, thirty-year-old Daikichi is floored to discover that the old man had an illegitimate child with a younger lover. The rest of his family is equally shocked and embarrassed by this surprise development, and not one of them wants anything to do with the silent little girl, Rin Kaga. In a fit of anger, Daikichi decides to take her in himself. As Daikichi nurtures Rin, he started to understand the struggle while at the same time the joy of parenting.<br>
<br>
(Source: Anime News Network)",2021-03-27T00:44:46.997715Z,2021-03-28T09:14:44.983271Z,,['Bunny Drop'],https://pub-92474f7785774e91a790e086dfa6b2ef.r2.dev/ydGl89inIWeuEKAno6JuIfosx7JiAszetcwgJgqA.png,3080,usagi drop,1,1,2,True
436,Mayo Chiki!,483692.0,7.23,mayo chiki!,Mayo Chiki!,mayo_chiki,2011,Summer,"When you've got acute gynophobia, even a pretty girl can be a malady, and as the sparring partner for his family of female wrestlers, Sakamachi Kinjiro has the worst case EVER! Just one touch makes his nose bleed, so school's a bloody nightmare even before Kanade, the Principal's twisted daughter, deduces both Kinjiro's ""feminine issue"" AND that his name contains the sounds ""Chi"" and ""Kin"" back to back. But Chi-Kin's female troubles don't totally redline until a wrong turn in the men's room exposes the secret Subaru, Kanade's manservant, has been hiding in the water closet. (Well, to be fair, we should say WOmanservant.) And if Subaru's cross reactions concerning her cross-dressing aren't enough of a drag, Kinjiro's girl problems also include a haunted martial artist (with ghosts); a cat-eared fetishist (meow!); AND his own sister, whose interest in ""wrestling"" a certain incorrectly packaged butler may result in an unexpected ending! And that's JUST the set up! <br><br>
(Source: Sentai Filmworks) ",2021-03-27T00:44:14.371165Z,2021-03-28T05:17:02.118949Z,,[],https://pub-92474f7785774e91a790e086dfa6b2ef.r2.dev/dYfSurgsWL2LI7sF7jA0Co00Dgg9ujmN1CfptRFA.png,1858,mayo chiki!,1,1,2,True
437,Rurouni Kenshin: Meiji Kenkaku Romantan,483255.0,8.29,rurouni kenshin: meiji kenkaku romantan,Rurouni Kenshin: Meiji Kenkaku Romantan,rurouni_kenshin_meiji_kenkaku_romantan,1996,Winter,"Himura Kenshin is a vagabond with a dark past and sunny disposition. Not a ronin but a rurouni, he was never a samurai, but an assassin of utmost skill in the Meiji restoration, who in the turning point of the war simply walked away. His travels lead him to Tokyo in the 11th year of the Meiji era, where he befriends a female Kendo master, a former thief, a brawler and a doctor all with their own secrets. Together they fight off the enemies surfacing from the dark past that Kenshin cannot escape. <br><br>
(Source: Anime News Network)",2021-03-27T00:44:29.632466Z,2021-03-28T07:15:17.172504Z,,['Samurai X'],https://pub-92474f7785774e91a790e086dfa6b2ef.r2.dev/t0A5k7LxmjwEesiT1LANkIIjVR6ehy1dQzwil33D.png,2426,rurouni kenshin: meiji kenkaku romantan,3,7,10,True
438,Seitokai Yakuindomo,482580.0,7.56,seitokai yakuindomo,Seitokai Yakuindomo,seitokai_yakuindomo,2010,Summer,"Tsuda Takatoshi is about to begin his first year in Ousai Academy.  His decision to enter Ousai was based upon it being close to his home and he paid no heed to the fact he'd be among the first boys to enter the recently gender-integrated school.<br><br>
On his first trip to school, Takatoshi is surrounded by girls; the train has nothing but girls, the walk to school has nothing but girls and once he finally arrives he is approached by a group of girls and summarily appointed vice-president of the student council and, as expected, he is the only boy there.<br><br>
Now Takatoshi finds himself surrounded by crazy girls who do nothing but horrify him with their candid conversations about feminine hygiene products and, what's worse, assume he's the worst kind of man, the kind who doesn't clean himself and watches porn all day long.",2021-03-27T00:44:32.436300Z,2021-03-28T07:33:11.456841Z,,['SYD'],https://pub-92474f7785774e91a790e086dfa6b2ef.r2.dev/NKzs2H4p7U9bYhe2fudKBwQbAdjSuCn4g78xpafE.jpg,2522,seitokai yakuindomo,1,1,2,True
439,Aho Girl,482053.0,6.75,aho girl,Aho Girl,aho_girl,2017,Summer,"Yoshiko Hanabatake is an idiot beyond all belief. Somehow managing to consistently score zeroes on all of her tests and consumed by an absurd obsession with bananas, her senseless acts have caused even her own mother to lose all hope. Only one person is up to the task of keeping her insanity in check: childhood friend Akuru ""A-kun"" Akutsu.
<br><br>
Though he bemoans the ridiculous behavior he has to endure, the studious but terrifying A-kun is always ready to put an end to any stupidity Yoshiko gets up to, with no qualms about using physical force. Unfortunately, no matter how many times he attempts to knock some sense into her, the girl bounces right back to her usual shenanigans, even dragging in some other eccentrics along for the ride. Try as he might to rein in her nonsense, every moment is unpredictable with Yoshiko and her profound idiocy on the loose.
<br><br>
(Source: MAL Rewrite)",2021-03-27T00:43:27.024672Z,2021-03-27T23:50:06.431507Z,,"['Aho-Girl', 'Ahogaru: Clueless Girl']",https://pub-92474f7785774e91a790e086dfa6b2ef.r2.dev/AU3xkc9H1YuGu2weBbWMQ2Gr8no1w4OhqDgGGT46.jpg,52,aho girl,1,1,2,True
440,Fruits Basket 2nd Season,481043.0,8.55,fruits basket 2nd season,Fruits Basket 2nd Season,fruits_basket_2nd_season,2020,Spring,"The second season of <i>Fruits Basket</i>.<br>
<br>
A year has passed since Tohru Honda began living in the Souma residence, and she has since created stronger relationships with its inhabitants Shigure, Kyou, and Yuki. She has also grown closer to the rest of the Souma family and has become familiar with their ancestral secret, having helped them with many of their personal issues. The closer Tohru gets, however, the more she begins to realize that their secret holds a darker truth than she first presumed.<br></br>

Summer is approaching and Tohru is invited to spend her days with the Soumas, mainly Kyou and Yuki. Tohru wishes for an easy-going vacation, but her close relationships with the two boys and the rest of the Soumas may prove to cause trouble. As they grow more intimate, their carefree time together is hindered by older hardships and feelings from the past that begin to resurface. The Eternal Banquet also dawns on the members of the zodiac, and they must tend to their duties alongside the unnerving head of the family, Akito Souma.<br></br>

With the banquet approaching and a plethora of feelings to be solved, will Tohru's life with the Soumas remain peaceful, or will she find herself in a situation from which she cannot escape?<br></br>
",2021-03-27T00:43:45.272568Z,2021-03-28T02:00:24.794610Z,,['Fruits Basket Season 2'],https://pub-92474f7785774e91a790e086dfa6b2ef.r2.dev/otpiDZVnPFzBwbavSHcKbyaaR3afCVkbiBGfqhGZ.jpg,785,fruits basket 2nd season,2,3,5,True
441,Ookami to Koushinryou II,479643.0,8.31,ookami to koushinryou ii,Ookami to Koushinryou II,ookami_to_koushinryou_ii,2009,Summer,"Kraft Lawrence, an experienced traveling merchant, and his sharp tongued wolf goddess companion, Holo, continue on their journey to return to Holo's home in the north called Yoitsu.  A tender relationship blossoms between the two as they make deals and travel between cities.",2021-03-27T00:44:23.339767Z,2021-03-28T06:13:30.674095Z,,"['Spice and Wolf II', 'Spice and Wolf 2nd Season']",https://pub-92474f7785774e91a790e086dfa6b2ef.r2.dev/UBey6I1paeLEYlxeNXh1VG2ngQJuDF4oj1Na17jM.jpg,2172,ookami to koushinryou ii,1,1,2,True
442,Zombieland Saga,477015.0,7.51,zombieland saga,Zombieland Saga,zombieland_saga,2018,Fall,"A typical morning. The usual music. Their normal lives. The peace these seven girls experience will suddenly be destroyed. By the living dead... zombies. A reality that they never wanted a part of, an amazing and terrifying zombie world. They all share one wish: ""We want to live."" These girls will struggle through this saga, in order to achieve a miracle. MAPPA, Avex Pictures, and Cygames team up to bring you a juicy, 100% original anime. A timeless shocker for all audiences, a brand new style of zombie anime, will soon rise.<br>
<br>
(Source: Crunchyroll)",2021-03-27T00:44:52.735347Z,2021-03-28T09:55:44.188786Z,,['ZOMBIE LAND SAGA'],https://pub-92474f7785774e91a790e086dfa6b2ef.r2.dev/6gxb8FyEepbi2PkmQ8sA1WoFAPrMCt1pBGLHTpDu.png,3306,zombieland saga,2,5,7,True
443,Tokyo Ravens,476794.0,7.43,tokyo ravens,Tokyo Ravens,tokyo_ravens,2013,Fall,"Tsuchimikado Harutora was born into a prestigious Onmyoji family, but he can't see ""spirit energy"". Therefore, he's been enjoying a peaceful daily life with his friends at an Onmyo branch school. One day, his childhood friend Tsuchimikado Natsume, heir to the head family, suddenly appears. Will this cause his destiny spring into motion!? <br><br>
(Source: MyPersonal-scan) ",2021-03-27T00:44:44.219103Z,2021-03-28T08:54:51.240042Z,,[],https://pub-92474f7785774e91a790e086dfa6b2ef.r2.dev/P8n1ZE97suchSkH29Ad7ONSR6Yv54WehBt6aY8vB.jpg,2973,tokyo ravens,2,2,4,True
444,Overlord IV,476406.0,8.09,overlord iv,Overlord IV,overlord_iv,2022,Summer,Fourth season of Overlord.,2022-07-12T17:31:34.718274Z,2022-07-12T17:31:34.718274Z,,[],https://pub-92474f7785774e91a790e086dfa6b2ef.r2.dev/anime/large-cover/bsPFQf1wzkwToqFKEWn1CIpZ0cO6BClgYCi2WbAM.jpg,3858,overlord iv,1,1,2,True
445,Bleach: Sennen Kessen-hen,472757.0,9.06,bleach: sennen kessen-hen,Bleach: Sennen Kessen-hen,bleach_sennen_kessen_hen,2022,Fall,"Was it all just a coincidence, or was it inevitable?<br>
<br>
Ichigo Kurosaki gained the powers of a Soul Reaper through a chance encounter. As a Substitute Soul Reaper, Ichigo became caught in the turmoil of the Soul Society, a place where deceased souls gather. But with help from his friends, Ichigo overcame every challenge to become even stronger.<br>
<br>
When new Soul Reapers and a new enemy appear in his hometown of Karakura, Ichigo jumps back into the battlefield with his Zanpakuto to help those in need. Meanwhile, the Soul Society is observing a sudden surge in the number of Hollows being destroyed in the World of the Living. They also receive separate reports of residents in the Rukon District having gone missing. Finally, the Seireitei, home of the Soul Reapers, comes under attack by a group calling themselves the Wandenreich.<br>
<br>
Led by Yhwach, the father of all Quincies, the Wandenreich declare war against the Soul Reapers with the following message: ""Five days from now, the Soul Society will be annihilated by the Wandenreich.""<br>
<br>
The history and truth kept hidden by the Soul Reapers for a thousand long years is finally brought to light.<br>
<br>
All things must come to an end as Ichigo Kurosaki's final battle begins!",2022-10-17T17:07:48.535819Z,2022-10-17T17:07:48.535819Z,,['Bleach: Thousand-Year Blood War'],https://pub-92474f7785774e91a790e086dfa6b2ef.r2.dev/anime/large-cover/Nk3RgaXyUNYwGbQxEzTXdiHoLJLFTM0VXHq6L4GH.jpg,3921,bleach: sennen kessen-hen,1,3,4,True
446,Chobits,472747.0,7.4,chobits,Chobits,chobits,2002,Spring,"In the future, personal computers have developed into ""Persocoms"", mobile computers that look like human beings. Hideki Motosuwa, a prep school student, desperately wants to buy a Persocon but cannot afford to. One day he finds a Persocom that has been thrown away and decides to keep it. When he turns on the Persocom, all she can say is ""Chii"" so he decides to name her that. After a while it starts to become apparent that Chii is more than an average Persocom. Having much better performance, it seems that Chii might be a ""Chobit"", a type of advanced Persocom rumored to have independent thought.<br><br>
(Source: Anime News Network)",2021-03-27T00:43:36.791020Z,2021-03-28T00:59:42.076699Z,,[],https://pub-92474f7785774e91a790e086dfa6b2ef.r2.dev/FpWlYJ25utbQCbiEjN1g91Ptg2BRDao1LnUxxOcX.jpg,446,chobits,1,3,4,True
447,Durarara!!x2 Shou,472537.0,7.98,durarara!!x2 shou,Durarara!!x2 Shou,durararax2_shou,2015,Winter,"“6 Months Later…We haven’t changed at all… or it seems….” Half a year after the turmoil that rocked the entire city of Ikebukuro— Peace has once again returned to the city and people are living each day normally. The high school students enjoy their days of youth as the strongest and most dangerous man of Ikebukuro works diligently. The informant plots a new scheme and the headless rider is pursued by the cops as she rides through the night…But soon this normal will be cut short by the abnormal. Slowly but surely, the unknown will seize the city and face an all new storm.<br>
<br>
(Source: Aniplex)",2021-03-27T00:43:42.778452Z,2021-03-28T01:43:00.570368Z,,"['Durarara!! 2nd Season', 'DRRR!! 2nd Season']",https://pub-92474f7785774e91a790e086dfa6b2ef.r2.dev/jiRaSYeEHQdakQ90dZUnjVTPPcStiAQaGyJrf1W1.png,689,durarara!!x2 shou,1,1,2,True
448,Maoyuu Maou Yuusha,471675.0,7.24,maoyuu maou yuusha,Maoyuu Maou Yuusha,maoyuu_maou_yuusha,2013,Winter,"After a long and treacherous journey, our Hero finally arrives at the Dark Lady's castle only to find himself being asked for help. The Hero explains how the war that the demons have brought upon the humans have killed thousands and put more in misery. The queen of demons however argues that this war has made the human society band together as one and showed empirical evidence how it has increased population, increased production, boosted economy and improved society overall. Furthermore, she explains to the Hero that ending this war will result in a civil war that will produce more bloodshed than there ever was. The Hero, convinced that the only way to bring peace, relatively speaking, is to join forces with the Dark Lady, agrees to help with her plans!
",2021-03-27T00:44:13.828247Z,2021-03-28T05:13:47.168134Z,,['Maoyu - Archenemy & Hero'],https://pub-92474f7785774e91a790e086dfa6b2ef.r2.dev/EHZ5uDYgswEP1EcEWswr5NmYLbP5lxXqTxSJN1oB.png,1840,maoyuu maou yuusha,1,1,2,True
450,Gleipnir,470179.0,6.99,gleipnir,Gleipnir,gleipnir,2020,Spring,"Shuuichi Kagaya isn’t human. He has an unnatural sense of smell, and can transform into an incredibly powerful beast… of sorts. He does all he can to avoid standing out and being discovered, but no good deed goes unpunished, and his decision to use his power to save a girl spells the end for his quiet life.",2021-03-27T00:43:49.112512Z,2021-03-28T02:29:00.511677Z,,[],https://pub-92474f7785774e91a790e086dfa6b2ef.r2.dev/IbStQ0OAB7J365JiaL65B6fCijEHVgmi3VBgTvKC.jpg,944,gleipnir,1,1,2,True
